,title,type,listed_in,director,country,rating,duration_value,duration_unit,release_year,date_added,added_year,added_month,added_day_of_month,added_week_day_number,added_week_day_name
196,Freedom Writers,Movie,Dramas,Richard LaGravenese,Germany,PG-13,124,min,2007,2021-09-01,2021,9,1,2,wednesday
197,Green Lantern,Movie,Action & Adventure,Martin Campbell,United States,PG-13,114,min,2011,2021-09-01,2021,9,1,2,wednesday
198,Green Lantern,Movie,Sci-Fi & Fantasy,Martin Campbell,United States,PG-13,114,min,2011,2021-09-01,2021,9,1,2,wednesday
199,House Party,Movie,Comedies,Reginald Hudlin,United States,R,104,min,1990,2021-09-01,2021,9,1,2,wednesday
200,House Party,Movie,Cult Movies,Reginald Hudlin,United States,R,104,min,1990,2021-09-01,2021,9,1,2,wednesday
201,House Party 2,Movie,Comedies,George Jackson,United States,R,94,min,1991,2021-09-01,2021,9,1,2,wednesday
202,House Party 2,Movie,Comedies,Doug McHenry,United States,R,94,min,1991,2021-09-01,2021,9,1,2,wednesday
203,House Party 2,Movie,Cult Movies,George Jackson,United States,R,94,min,1991,2021-09-01,2021,9,1,2,wednesday
204,House Party 2,Movie,Cult Movies,Doug McHenry,United States,R,94,min,1991,2021-09-01,2021,9,1,2,wednesday
205,House Party 2,Movie,Music & Musicals,George Jackson,United States,R,94,min,1991,2021-09-01,2021,9,1,2,wednesday
206,House Party 2,Movie,Music & Musicals,Doug McHenry,United States,R,94,min,1991,2021-09-01,2021,9,1,2,wednesday
207,House Party 3,Movie,Comedies,Eric Meza,United States,R,94,min,1994,2021-09-01,2021,9,1,2,wednesday
208,House Party 3,Movie,Music & Musicals,Eric Meza,United States,R,94,min,1994,2021-09-01,2021,9,1,2,wednesday
209,I Got the Hook Up,Movie,Action & Adventure,Michael Martin,United States,R,93,min,1998,2021-09-01,2021,9,1,2,wednesday
210,I Got the Hook Up,Movie,Comedies,Michael Martin,United States,R,93,min,1998,2021-09-01,2021,9,1,2,wednesday
211,In Too Deep,Movie,Thrillers,Michael Rymer,United States,R,97,min,1999,2021-09-01,2021,9,1,2,wednesday
212,Initial D,Movie,Action & Adventure,Andrew Lau Wai-keung,China,TV-14,109,min,2005,2021-09-01,2021,9,1,2,wednesday
213,Initial D,Movie,Action & Adventure,Alan Mak,China,TV-14,109,min,2005,2021-09-01,2021,9,1,2,wednesday
214,Initial D,Movie,International Movies,Andrew Lau Wai-keung,China,TV-14,109,min,2005,2021-09-01,2021,9,1,2,wednesday
215,Initial D,Movie,International Movies,Alan Mak,China,TV-14,109,min,2005,2021-09-01,2021,9,1,2,wednesday
216,Labyrinth,Movie,Action & Adventure,Jim Henson,United Kingdom,PG,101,min,1986,2021-09-01,2021,9,1,2,wednesday
217,Labyrinth,Movie,Children & Family Movies,Jim Henson,United Kingdom,PG,101,min,1986,2021-09-01,2021,9,1,2,wednesday
218,Labyrinth,Movie,Cult Movies,Jim Henson,United Kingdom,PG,101,min,1986,2021-09-01,2021,9,1,2,wednesday
219,Letters to Juliet,Movie,Comedies,Gary Winick,United States,PG,105,min,2010,2021-09-01,2021,9,1,2,wednesday
220,Letters to Juliet,Movie,Dramas,Gary Winick,United States,PG,105,min,2010,2021-09-01,2021,9,1,2,wednesday
221,Letters to Juliet,Movie,Romantic Movies,Gary Winick,United States,PG,105,min,2010,2021-09-01,2021,9,1,2,wednesday
222,Level 16,Movie,Sci-Fi & Fantasy,Danishka Esterhazy,Canada,TV-14,102,min,2018,2021-09-01,2021,9,1,2,wednesday
223,Level 16,Movie,Thrillers,Danishka Esterhazy,Canada,TV-14,102,min,2018,2021-09-01,2021,9,1,2,wednesday
224,Love Don't Cost a Thing,Movie,Comedies,Troy Byer,United States,PG-13,101,min,2003,2021-09-01,2021,9,1,2,wednesday
225,Love Don't Cost a Thing,Movie,Romantic Movies,Troy Byer,United States,PG-13,101,min,2003,2021-09-01,2021,9,1,2,wednesday
226,Love in a Puff,Movie,Comedies,Pang Ho-cheung,Hong Kong,TV-MA,103,min,2010,2021-09-01,2021,9,1,2,wednesday
227,Love in a Puff,Movie,Dramas,Pang Ho-cheung,Hong Kong,TV-MA,103,min,2010,2021-09-01,2021,9,1,2,wednesday
228,Love in a Puff,Movie,International Movies,Pang Ho-cheung,Hong Kong,TV-MA,103,min,2010,2021-09-01,2021,9,1,2,wednesday
229,Mars Attacks!,Movie,Comedies,Tim Burton,United States,PG-13,106,min,1996,2021-09-01,2021,9,1,2,wednesday
230,Mars Attacks!,Movie,Cult Movies,Tim Burton,United States,PG-13,106,min,1996,2021-09-01,2021,9,1,2,wednesday
231,Mars Attacks!,Movie,Sci-Fi & Fantasy,Tim Burton,United States,PG-13,106,min,1996,2021-09-01,2021,9,1,2,wednesday
232,Marshall,Movie,Dramas,Reginald Hudlin,United States,PG-13,118,min,2017,2021-09-01,2021,9,1,2,wednesday
233,My Boss's Daughter,Movie,Comedies,David Zucker,United States,R,86,min,2003,2021-09-01,2021,9,1,2,wednesday
234,My Boss's Daughter,Movie,Romantic Movies,David Zucker,United States,R,86,min,2003,2021-09-01,2021,9,1,2,wednesday
235,Mystery Men,Movie,Action & Adventure,Kinka Usher,United States,PG-13,121,min,1999,2021-09-01,2021,9,1,2,wednesday
236,Mystery Men,Movie,Comedies,Kinka Usher,United States,PG-13,121,min,1999,2021-09-01,2021,9,1,2,wednesday
237,Once Upon a Time in America,Movie,Classic Movies,Sergio Leone,Italy,R,229,min,1984,2021-09-01,2021,9,1,2,wednesday
238,Once Upon a Time in America,Movie,Dramas,Sergio Leone,Italy,R,229,min,1984,2021-09-01,2021,9,1,2,wednesday
239,Open Season 2,Movie,Children & Family Movies,Matthew O'Callaghan,United States,PG,76,min,2008,2021-09-01,2021,9,1,2,wednesday
240,Open Season 2,Movie,Children & Family Movies,Todd Wilderman,United States,PG,76,min,2008,2021-09-01,2021,9,1,2,wednesday
241,Open Season 2,Movie,Comedies,Matthew O'Callaghan,United States,PG,76,min,2008,2021-09-01,2021,9,1,2,wednesday
242,Open Season 2,Movie,Comedies,Todd Wilderman,United States,PG,76,min,2008,2021-09-01,2021,9,1,2,wednesday
243,Osmosis Jones,Movie,Action & Adventure,Bobby Farrelly,United States,PG,95,min,2001,2021-09-01,2021,9,1,2,wednesday
244,Osmosis Jones,Movie,Action & Adventure,Peter Farrelly,United States,PG,95,min,2001,2021-09-01,2021,9,1,2,wednesday
245,Osmosis Jones,Movie,Children & Family Movies,Bobby Farrelly,United States,PG,95,min,2001,2021-09-01,2021,9,1,2,wednesday
246,Osmosis Jones,Movie,Children & Family Movies,Peter Farrelly,United States,PG,95,min,2001,2021-09-01,2021,9,1,2,wednesday
247,Osmosis Jones,Movie,Comedies,Bobby Farrelly,United States,PG,95,min,2001,2021-09-01,2021,9,1,2,wednesday
248,Osmosis Jones,Movie,Comedies,Peter Farrelly,United States,PG,95,min,2001,2021-09-01,2021,9,1,2,wednesday
249,Poseidon,Movie,Action & Adventure,Wolfgang Petersen,United States,PG-13,98,min,2006,2021-09-01,2021,9,1,2,wednesday
250,Poseidon,Movie,Dramas,Wolfgang Petersen,United States,PG-13,98,min,2006,2021-09-01,2021,9,1,2,wednesday
251,Rhyme & Reason,Movie,Documentaries,Peter Spirer,United States,R,89,min,1997,2021-09-01,2021,9,1,2,wednesday
252,Rhyme & Reason,Movie,Music & Musicals,Peter Spirer,United States,R,89,min,1997,2021-09-01,2021,9,1,2,wednesday
253,Same Kind of Different as Me,Movie,Dramas,Michael Carney,United States,PG-13,120,min,2017,2021-09-01,2021,9,1,2,wednesday
254,Same Kind of Different as Me,Movie,Faith & Spirituality,Michael Carney,United States,PG-13,120,min,2017,2021-09-01,2021,9,1,2,wednesday
255,School of Rock,Movie,Comedies,Richard Linklater,United States,PG-13,110,min,2003,2021-09-01,2021,9,1,2,wednesday
256,School of Rock,Movie,Music & Musicals,Richard Linklater,United States,PG-13,110,min,2003,2021-09-01,2021,9,1,2,wednesday
257,Snervous Tyler Oakley,Movie,Documentaries,Amy Rice,United States,PG-13,83,min,2015,2021-09-01,2021,9,1,2,wednesday
258,Snervous Tyler Oakley,Movie,LGBTQ Movies,Amy Rice,United States,PG-13,83,min,2015,2021-09-01,2021,9,1,2,wednesday
259,Tears of the Sun,Movie,Action & Adventure,Antoine Fuqua,United States,R,121,min,2003,2021-09-01,2021,9,1,2,wednesday
260,Tears of the Sun,Movie,Dramas,Antoine Fuqua,United States,R,121,min,2003,2021-09-01,2021,9,1,2,wednesday
261,The Blue Lagoon,Movie,Dramas,Randal Kleiser,United States,R,105,min,1980,2021-09-01,2021,9,1,2,wednesday
262,The Blue Lagoon,Movie,Romantic Movies,Randal Kleiser,United States,R,105,min,1980,2021-09-01,2021,9,1,2,wednesday
263,The Golden Child,Movie,Action & Adventure,Michael Ritchie,United States,PG-13,94,min,1986,2021-09-01,2021,9,1,2,wednesday
264,The Golden Child,Movie,Comedies,Michael Ritchie,United States,PG-13,94,min,1986,2021-09-01,2021,9,1,2,wednesday
265,The Guns of Navarone,Movie,Action & Adventure,J. Lee Thompson,United Kingdom,TV-14,156,min,1961,2021-09-01,2021,9,1,2,wednesday
266,The Guns of Navarone,Movie,Classic Movies,J. Lee Thompson,United Kingdom,TV-14,156,min,1961,2021-09-01,2021,9,1,2,wednesday
267,The Interview,Movie,Action & Adventure,Evan Goldberg,United States,R,112,min,2014,2021-09-01,2021,9,1,2,wednesday
268,The Interview,Movie,Action & Adventure,Seth Rogen,United States,R,112,min,2014,2021-09-01,2021,9,1,2,wednesday
269,The Interview,Movie,Comedies,Evan Goldberg,United States,R,112,min,2014,2021-09-01,2021,9,1,2,wednesday
270,The Interview,Movie,Comedies,Seth Rogen,United States,R,112,min,2014,2021-09-01,2021,9,1,2,wednesday
271,The Nutty Professor,Movie,Comedies,Tom Shadyac,United States,PG-13,95,min,1996,2021-09-01,2021,9,1,2,wednesday
272,The Nutty Professor,Movie,Romantic Movies,Tom Shadyac,United States,PG-13,95,min,1996,2021-09-01,2021,9,1,2,wednesday
273,The Nutty Professor II: The Klumps,Movie,Comedies,Peter Segal,United States,PG-13,107,min,2000,2021-09-01,2021,9,1,2,wednesday
274,The Nutty Professor II: The Klumps,Movie,Romantic Movies,Peter Segal,United States,PG-13,107,min,2000,2021-09-01,2021,9,1,2,wednesday
275,Welcome Home Roscoe Jenkins,Movie,Comedies,Malcolm D. Lee,United States,PG-13,114,min,2008,2021-09-01,2021,9,1,2,wednesday
276,In the Line of Fire,Movie,Action & Adventure,Wolfgang Petersen,United States,R,129,min,1993,2021-08-31,2021,8,31,1,tuesday
277,In the Line of Fire,Movie,Classic Movies,Wolfgang Petersen,United States,R,129,min,1993,2021-08-31,2021,8,31,1,tuesday
278,Untold: Crime & Penalties,Movie,Documentaries,Chapman Way,United States,TV-MA,86,min,2021,2021-08-31,2021,8,31,1,tuesday
279,Untold: Crime & Penalties,Movie,Documentaries,Maclain Way,United States,TV-MA,86,min,2021,2021-08-31,2021,8,31,1,tuesday
280,Untold: Crime & Penalties,Movie,Sports Movies,Chapman Way,United States,TV-MA,86,min,2021,2021-08-31,2021,8,31,1,tuesday
281,Untold: Crime & Penalties,Movie,Sports Movies,Maclain Way,United States,TV-MA,86,min,2021,2021-08-31,2021,8,31,1,tuesday
282,2 Alone in Paris,Movie,Comedies,Ramzy Bedia,France,TV-MA,97,min,2008,2021-08-28,2021,8,28,5,saturday
283,2 Alone in Paris,Movie,Comedies,Éric Judor,France,TV-MA,97,min,2008,2021-08-28,2021,8,28,5,saturday
284,2 Alone in Paris,Movie,International Movies,Ramzy Bedia,France,TV-MA,97,min,2008,2021-08-28,2021,8,28,5,saturday
285,2 Alone in Paris,Movie,International Movies,Éric Judor,France,TV-MA,97,min,2008,2021-08-28,2021,8,28,5,saturday
286,Thimmarusu,Movie,Dramas,Sharan Koppisetty,India,TV-14,125,min,2021,2021-08-28,2021,8,28,5,saturday
287,Thimmarusu,Movie,International Movies,Sharan Koppisetty,India,TV-14,125,min,2021,2021-08-28,2021,8,28,5,saturday
288,Wind River,Movie,Dramas,Taylor Sheridan,United Kingdom,R,107,min,2017,2021-08-28,2021,8,28,5,saturday
289,Wind River,Movie,Independent Movies,Taylor Sheridan,United Kingdom,R,107,min,2017,2021-08-28,2021,8,28,5,saturday
290,C Kkompany,Movie,Action & Adventure,Sachin Yardi,India,TV-14,127,min,2008,2021-08-27,2021,8,27,4,friday
291,C Kkompany,Movie,Comedies,Sachin Yardi,India,TV-14,127,min,2008,2021-08-27,2021,8,27,4,friday
292,C Kkompany,Movie,International Movies,Sachin Yardi,India,TV-14,127,min,2008,2021-08-27,2021,8,27,4,friday
293,He's All That,Movie,Comedies,Mark Waters,United States,TV-14,92,min,2021,2021-08-27,2021,8,27,4,friday
294,He's All That,Movie,Romantic Movies,Mark Waters,United States,TV-14,92,min,2021,2021-08-27,2021,8,27,4,friday
295,EMI: Liya Hai To Chukana Padega,Movie,Comedies,Saurabh Kabra,India,TV-14,128,min,2008,2021-08-27,2021,8,27,4,friday
296,EMI: Liya Hai To Chukana Padega,Movie,Dramas,Saurabh Kabra,India,TV-14,128,min,2008,2021-08-27,2021,8,27,4,friday
297,EMI: Liya Hai To Chukana Padega,Movie,International Movies,Saurabh Kabra,India,TV-14,128,min,2008,2021-08-27,2021,8,27,4,friday
298,King of Boys: The Return of the King,TV Show,Crime TV Shows,Kemi Adetiba,Nigeria,TV-MA,1,Season,2021,2021-08-27,2021,8,27,4,friday
299,King of Boys: The Return of the King,TV Show,International TV Shows,Kemi Adetiba,Nigeria,TV-MA,1,Season,2021,2021-08-27,2021,8,27,4,friday
300,King of Boys: The Return of the King,TV Show,TV Dramas,Kemi Adetiba,Nigeria,TV-MA,1,Season,2021,2021-08-27,2021,8,27,4,friday
301,Koi Aap Sa,Movie,Comedies,Partho Mitra,India,TV-14,135,min,2006,2021-08-27,2021,8,27,4,friday
302,Koi Aap Sa,Movie,Dramas,Partho Mitra,India,TV-14,135,min,2006,2021-08-27,2021,8,27,4,friday
303,Koi Aap Sa,Movie,International Movies,Partho Mitra,India,TV-14,135,min,2006,2021-08-27,2021,8,27,4,friday
304,Krishna Cottage,Movie,Action & Adventure,Santram Varma,India,TV-14,124,min,2004,2021-08-27,2021,8,27,4,friday
305,Krishna Cottage,Movie,Horror Movies,Santram Varma,India,TV-14,124,min,2004,2021-08-27,2021,8,27,4,friday
306,Krishna Cottage,Movie,International Movies,Santram Varma,India,TV-14,124,min,2004,2021-08-27,2021,8,27,4,friday
307,Kucch To Hai,Movie,Dramas,Anil V. Kumar,India,TV-14,136,min,2003,2021-08-27,2021,8,27,4,friday
308,Kucch To Hai,Movie,Dramas,Anurag Basu,India,TV-14,136,min,2003,2021-08-27,2021,8,27,4,friday
309,Kucch To Hai,Movie,International Movies,Anil V. Kumar,India,TV-14,136,min,2003,2021-08-27,2021,8,27,4,friday
310,Kucch To Hai,Movie,International Movies,Anurag Basu,India,TV-14,136,min,2003,2021-08-27,2021,8,27,4,friday
311,Kucch To Hai,Movie,Thrillers,Anil V. Kumar,India,TV-14,136,min,2003,2021-08-27,2021,8,27,4,friday
312,Kucch To Hai,Movie,Thrillers,Anurag Basu,India,TV-14,136,min,2003,2021-08-27,2021,8,27,4,friday
313,Kyaa Kool Hai Hum,Movie,Comedies,Sangeeth Sivan,India,TV-MA,165,min,2005,2021-08-27,2021,8,27,4,friday
314,Kyaa Kool Hai Hum,Movie,International Movies,Sangeeth Sivan,India,TV-MA,165,min,2005,2021-08-27,2021,8,27,4,friday
315,Kyaa Kool Hai Hum,Movie,Music & Musicals,Sangeeth Sivan,India,TV-MA,165,min,2005,2021-08-27,2021,8,27,4,friday
316,Kyaa Kool Hain Hum 3,Movie,Comedies,Umesh Ghadge,India,TV-MA,124,min,2016,2021-08-27,2021,8,27,4,friday
317,Kyaa Kool Hain Hum 3,Movie,International Movies,Umesh Ghadge,India,TV-MA,124,min,2016,2021-08-27,2021,8,27,4,friday
318,Kyaa Super Kool Hain Hum,Movie,Comedies,Sachin Yardi,India,TV-MA,136,min,2012,2021-08-27,2021,8,27,4,friday
319,Kyaa Super Kool Hain Hum,Movie,International Movies,Sachin Yardi,India,TV-MA,136,min,2012,2021-08-27,2021,8,27,4,friday
320,Kyo Kii... Main Jhuth Nahin Bolta,Movie,Comedies,David Dhawan,India,TV-14,150,min,2001,2021-08-27,2021,8,27,4,friday
321,Kyo Kii... Main Jhuth Nahin Bolta,Movie,International Movies,David Dhawan,India,TV-14,150,min,2001,2021-08-27,2021,8,27,4,friday
322,Kyo Kii... Main Jhuth Nahin Bolta,Movie,Sci-Fi & Fantasy,David Dhawan,India,TV-14,150,min,2001,2021-08-27,2021,8,27,4,friday
323,"LSD: Love, Sex Aur Dhokha",Movie,Dramas,Dibakar Banerjee,India,TV-MA,112,min,2010,2021-08-27,2021,8,27,4,friday
324,"LSD: Love, Sex Aur Dhokha",Movie,Independent Movies,Dibakar Banerjee,India,TV-MA,112,min,2010,2021-08-27,2021,8,27,4,friday
325,"LSD: Love, Sex Aur Dhokha",Movie,International Movies,Dibakar Banerjee,India,TV-MA,112,min,2010,2021-08-27,2021,8,27,4,friday
326,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,Action & Adventure,Apoorva Lakhia,India,TV-14,119,min,2008,2021-08-27,2021,8,27,4,friday
327,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,International Movies,Apoorva Lakhia,India,TV-14,119,min,2008,2021-08-27,2021,8,27,4,friday
328,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,Music & Musicals,Apoorva Lakhia,India,TV-14,119,min,2008,2021-08-27,2021,8,27,4,friday
329,Once Upon a Time in Mumbaai,Movie,Dramas,Milan Luthria,India,TV-14,133,min,2010,2021-08-27,2021,8,27,4,friday
330,Once Upon a Time in Mumbaai,Movie,International Movies,Milan Luthria,India,TV-14,133,min,2010,2021-08-27,2021,8,27,4,friday
331,Once Upon a Time in Mumbaai,Movie,Music & Musicals,Milan Luthria,India,TV-14,133,min,2010,2021-08-27,2021,8,27,4,friday
332,Once Upon a Time in Mumbai Dobaara!,Movie,Dramas,Milan Luthria,India,TV-14,142,min,2013,2021-08-27,2021,8,27,4,friday
333,Once Upon a Time in Mumbai Dobaara!,Movie,International Movies,Milan Luthria,India,TV-14,142,min,2013,2021-08-27,2021,8,27,4,friday
334,Once Upon a Time in Mumbai Dobaara!,Movie,Music & Musicals,Milan Luthria,India,TV-14,142,min,2013,2021-08-27,2021,8,27,4,friday
335,Ragini MMS,Movie,Horror Movies,Pawan Kripalani,India,TV-MA,93,min,2011,2021-08-27,2021,8,27,4,friday
336,Ragini MMS,Movie,International Movies,Pawan Kripalani,India,TV-MA,93,min,2011,2021-08-27,2021,8,27,4,friday
337,Ragini MMS 2,Movie,Horror Movies,Bhushan Patel,India,TV-MA,113,min,2014,2021-08-27,2021,8,27,4,friday
338,Ragini MMS 2,Movie,International Movies,Bhushan Patel,India,TV-MA,113,min,2014,2021-08-27,2021,8,27,4,friday
339,Clickbait,TV Show,Crime TV Shows,Brad Anderson,United States,TV-MA,1,Season,2021,2021-08-25,2021,8,25,2,wednesday
340,Clickbait,TV Show,TV Dramas,Brad Anderson,United States,TV-MA,1,Season,2021,2021-08-25,2021,8,25,2,wednesday
341,Clickbait,TV Show,TV Mysteries,Brad Anderson,United States,TV-MA,1,Season,2021,2021-08-25,2021,8,25,2,wednesday
342,Shootout at Lokhandwala,Movie,Action & Adventure,Apoorva Lakhia,India,TV-MA,116,min,2007,2021-08-27,2021,8,27,4,friday
343,Shootout at Lokhandwala,Movie,Dramas,Apoorva Lakhia,India,TV-MA,116,min,2007,2021-08-27,2021,8,27,4,friday
344,Shootout at Lokhandwala,Movie,International Movies,Apoorva Lakhia,India,TV-MA,116,min,2007,2021-08-27,2021,8,27,4,friday
345,Shor In the City,Movie,Comedies,Raj Nidimoru,India,TV-14,106,min,2011,2021-08-27,2021,8,27,4,friday
346,Shor In the City,Movie,Comedies,Krishna D.K.,India,TV-14,106,min,2011,2021-08-27,2021,8,27,4,friday
347,Shor In the City,Movie,Dramas,Raj Nidimoru,India,TV-14,106,min,2011,2021-08-27,2021,8,27,4,friday
348,Shor In the City,Movie,Dramas,Krishna D.K.,India,TV-14,106,min,2011,2021-08-27,2021,8,27,4,friday
349,Shor In the City,Movie,Independent Movies,Raj Nidimoru,India,TV-14,106,min,2011,2021-08-27,2021,8,27,4,friday
350,Shor In the City,Movie,Independent Movies,Krishna D.K.,India,TV-14,106,min,2011,2021-08-27,2021,8,27,4,friday
351,The Dirty Picture,Movie,Comedies,Milan Luthria,India,TV-14,145,min,2011,2021-08-27,2021,8,27,4,friday
352,The Dirty Picture,Movie,Dramas,Milan Luthria,India,TV-14,145,min,2011,2021-08-27,2021,8,27,4,friday
353,The Dirty Picture,Movie,International Movies,Milan Luthria,India,TV-14,145,min,2011,2021-08-27,2021,8,27,4,friday
354,Really Love,Movie,Dramas,Angel Kristi Williams,United States,TV-MA,95,min,2020,2021-08-25,2021,8,25,2,wednesday
355,Really Love,Movie,Independent Movies,Angel Kristi Williams,United States,TV-MA,95,min,2020,2021-08-25,2021,8,25,2,wednesday
356,Really Love,Movie,Romantic Movies,Angel Kristi Williams,United States,TV-MA,95,min,2020,2021-08-25,2021,8,25,2,wednesday
357,The November Man,Movie,Action & Adventure,Roger Donaldson,United States,R,108,min,2014,2021-08-25,2021,8,25,2,wednesday
358,The Old Ways,Movie,Horror Movies,Christopher Alender,United States,TV-MA,90,min,2020,2021-08-25,2021,8,25,2,wednesday
359,The Water Man,Movie,Children & Family Movies,David Oyelowo,United States,PG,92,min,2021,2021-08-25,2021,8,25,2,wednesday
360,The Water Man,Movie,Dramas,David Oyelowo,United States,PG,92,min,2021,2021-08-25,2021,8,25,2,wednesday
361,Count Me In,Movie,Documentaries,Mark Lo,United Kingdom,TV-MA,82,min,2021,2021-08-24,2021,8,24,1,tuesday
362,Count Me In,Movie,Music & Musicals,Mark Lo,United Kingdom,TV-MA,82,min,2021,2021-08-24,2021,8,24,1,tuesday
363,Unroyal,Movie,Dramas,Moses Inwang,Nigeria,TV-MA,97,min,2020,2021-08-15,2021,8,15,6,sunday
364,Unroyal,Movie,International Movies,Moses Inwang,Nigeria,TV-MA,97,min,2020,2021-08-15,2021,8,15,6,sunday
365,Sweet Girl,Movie,Action & Adventure,Brian Andrew Mendoza,United States,R,110,min,2021,2021-08-20,2021,8,20,4,friday
366,Sweet Girl,Movie,Dramas,Brian Andrew Mendoza,United States,R,110,min,2021,2021-08-20,2021,8,20,4,friday
367,Like Crazy,Movie,Dramas,Drake Doremus,United States,PG-13,91,min,2011,2021-08-19,2021,8,19,3,thursday
368,Like Crazy,Movie,Independent Movies,Drake Doremus,United States,PG-13,91,min,2011,2021-08-19,2021,8,19,3,thursday
369,Like Crazy,Movie,Romantic Movies,Drake Doremus,United States,PG-13,91,min,2011,2021-08-19,2021,8,19,3,thursday
370,Bombay,Movie,Dramas,Mani Ratnam,India,TV-14,135,min,1995,2021-08-18,2021,8,18,2,wednesday
371,Bombay,Movie,International Movies,Mani Ratnam,India,TV-14,135,min,1995,2021-08-18,2021,8,18,2,wednesday
372,Bombay,Movie,Romantic Movies,Mani Ratnam,India,TV-14,135,min,1995,2021-08-18,2021,8,18,2,wednesday
373,Pahuna,Movie,Comedies,Paakhi Tyrewala,India,TV-PG,82,min,2018,2021-08-18,2021,8,18,2,wednesday
374,Pahuna,Movie,Dramas,Paakhi Tyrewala,India,TV-PG,82,min,2018,2021-08-18,2021,8,18,2,wednesday
